,SHAP_value,SK-ESD
Closeness,0.056477969162877575,1.0
lcom3,0.04082050628347686,2.0
Betweenness,0.03249832915893161,3.0
Eigenvector,0.02876026542696391,3.0
cbm,0.025963893465227383,4.0
cam,0.024980772683939428,4.0
lcom,0.021832631880832738,5.0
avg(cc),0.017699961671628104,6.0
mfa,0.01695241581133399,6.0
Indirects,0.011697950521807221,8.0
ca,0.010124389295366623,8.0
Constrain,0.007951753811504661,10.0
