,SHAP_value,SK-ESD
Closeness,0.06779825428947124,1.0
lcom3,0.0416783370882864,2.0
Betweenness,0.038016821101608755,2.0
Eigenvector,0.030692998696641435,3.0
lcom,0.025927993481607115,4.0
cam,0.02418368920720109,4.0
cbm,0.020752408063129776,5.0
avg(cc),0.018752497453747956,5.0
mfa,0.016348268781038403,6.0
Indirects,0.010562933768493637,9.0
ca,0.009845980352525102,9.0
Constrain,0.009448281908769013,9.0
