,SHAP_value,SK-ESD
Closeness,0.056211548389121194,1.0
lcom3,0.04194784800692375,2.0
Betweenness,0.03553429920987224,3.0
cam,0.02766392873778189,4.0
lcom,0.026364895323496906,4.0
Eigenvector,0.02272048797928641,5.0
cbm,0.02083422159725677,6.0
avg(cc),0.0195348935499897,6.0
mfa,0.015169806190597563,7.0
Indirects,0.01006968135925307,9.0
ca,0.009366930769096138,9.0
Constrain,0.00817282378029677,10.0
