,SHAP_value,SK-ESD
Closeness,0.05106973075917371,1.0
lcom3,0.03972547727020212,3.0
Betweenness,0.038373786191227756,3.0
Eigenvector,0.024481266380625148,4.0
cam,0.023720858308710895,4.0
lcom,0.02356129357084063,4.0
cbm,0.021259686901949154,4.0
avg(cc),0.017854519876655702,5.0
mfa,0.012267937886598074,7.0
ca,0.01136002237907887,8.0
Indirects,0.01103488677539334,8.0
Constrain,0.008833738625563347,9.0
