,SHAP_value,SK-ESD
Closeness,0.057851329509485495,1.0
lcom3,0.045525884235868785,2.0
Betweenness,0.03785834332608321,3.0
Eigenvector,0.027309340219145054,4.0
cam,0.026680459915052603,4.0
cbm,0.023242255039510273,5.0
lcom,0.020321493707420937,6.0
avg(cc),0.01771941255546368,6.0
mfa,0.014948825373895658,7.0
Indirects,0.009963852876993794,8.0
ca,0.009473075423073695,9.0
Constrain,0.008823712867246543,9.0
