,SHAP_value,SK-ESD
Closeness,0.056336679841400755,1.0
lcom3,0.04766576837150499,2.0
Betweenness,0.03591992203184057,3.0
Eigenvector,0.027488867149027214,4.0
cam,0.026693321907023455,4.0
cbm,0.025149340557673424,4.0
lcom,0.02260530148257645,5.0
avg(cc),0.01877123567058547,6.0
mfa,0.01507211241394933,7.0
Indirects,0.011531967677677347,8.0
ca,0.009553518480515638,9.0
Constrain,0.009046543403361836,9.0
