,SHAP_value,SK-ESD
Closeness,0.06687129353760661,1.0
lcom3,0.04184504276162285,2.0
Betweenness,0.037351655142900765,2.0
cbm,0.026268663997063818,3.0
lcom,0.024205295971818617,3.0
cam,0.02400811579842522,3.0
Eigenvector,0.0238353906601428,3.0
avg(cc),0.017538686896993005,4.0
mfa,0.013283160755360473,5.0
Indirects,0.011477812113711003,6.0
ca,0.009497032590475893,7.0
Constrain,0.008023239738057063,8.0
