,SHAP_value,SK-ESD
Closeness,0.06054558176088215,1.0
lcom3,0.04229139408472457,2.0
Betweenness,0.035563461699548805,3.0
cbm,0.028242575148010353,4.0
Eigenvector,0.025555264115437976,4.0
cam,0.023278008333880523,5.0
lcom,0.020641302715759882,6.0
avg(cc),0.017095320357869776,7.0
mfa,0.01594382231183146,7.0
Indirects,0.010913729643652267,9.0
ca,0.01001040471222634,10.0
Constrain,0.008990046533260692,10.0
