,SHAP_value,SK-ESD
lcom3,0.04800436208273769,1.0
Closeness,0.04728007737185783,1.0
Betweenness,0.03367957161693631,2.0
cam,0.026157786081986045,3.0
Eigenvector,0.025765594314788302,3.0
lcom,0.023473571971674764,3.0
cbm,0.02320319587938398,3.0
avg(cc),0.01637126721515116,5.0
mfa,0.015003268463468769,5.0
Indirects,0.01130376335566239,6.0
Constrain,0.008881432243632019,8.0
ca,0.007090247926288705,9.0
