,SHAP_value,SK-ESD
Closeness,0.055893796246449204,1.0
lcom3,0.041402557343553165,2.0
Betweenness,0.03285584058752774,3.0
Eigenvector,0.02813454135002245,4.0
cbm,0.025307399374661543,5.0
lcom,0.02352001017942363,5.0
cam,0.023379257797709396,5.0
avg(cc),0.0186728172554502,6.0
mfa,0.013932159765736276,8.0
ca,0.010004315822328096,9.0
Indirects,0.009526796319519104,9.0
Constrain,0.008551759806156644,10.0
