,SHAP_value,SK-ESD
Closeness,0.054568710394265564,1.0
lcom3,0.040272139182835585,2.0
Betweenness,0.03787647382639606,2.0
cbm,0.027410162594855184,3.0
Eigenvector,0.026787498182366677,3.0
cam,0.026440237564007218,3.0
lcom,0.020534380486175154,4.0
avg(cc),0.01754435968320467,5.0
mfa,0.01592127666410762,6.0
Indirects,0.011216078983227873,8.0
ca,0.010310916041015578,8.0
Constrain,0.008091178782778343,10.0
