,SHAP_value,SK-ESD
Closeness,0.06827331588784842,1.0
lcom3,0.04352700616405211,2.0
Betweenness,0.04138338660154289,2.0
cam,0.024297093111515726,4.0
Eigenvector,0.022789974892592223,4.0
avg(cc),0.021228212358698928,5.0
cbm,0.01934679818859156,5.0
lcom,0.019158820952053963,5.0
mfa,0.013625274391151715,6.0
Indirects,0.01008136255503023,8.0
ca,0.009686144120570927,8.0
Constrain,0.009217163178855405,8.0
