,SHAP_value,SK-ESD
Closeness,0.046728646046745224,1.0
lcom3,0.042124139713026205,1.0
Betweenness,0.035688167778061226,2.0
cam,0.029512582571129167,3.0
cbm,0.024386863737090297,4.0
Eigenvector,0.02357057955901217,4.0
lcom,0.02297599100851521,4.0
avg(cc),0.019827010735736825,5.0
mfa,0.018615099165898687,5.0
Indirects,0.011340641226531866,8.0
ca,0.01074056992310581,9.0
Constrain,0.008558781533492148,10.0
