,SHAP_value,SK-ESD
Closeness,0.06370174513407185,1.0
lcom3,0.04414026563724645,2.0
Betweenness,0.035053790680677856,3.0
Eigenvector,0.028052495558300413,4.0
cbm,0.02791764763671459,4.0
cam,0.0256322732402024,5.0
lcom,0.023951103462947102,5.0
avg(cc),0.018662700182369672,6.0
mfa,0.015172332918664775,7.0
Indirects,0.011707984245996115,8.0
ca,0.010203604369586667,9.0
Constrain,0.007427060261786793,11.0
