,SHAP_value,SK-ESD
Closeness,0.05967659315125078,1.0
lcom3,0.04405548923190069,2.0
Betweenness,0.03132579382073094,3.0
Eigenvector,0.02658996503562231,4.0
lcom,0.023796771197741803,5.0
cbm,0.02250355307696894,5.0
cam,0.020746220272137617,6.0
avg(cc),0.02025047942897339,6.0
mfa,0.014515656579499865,8.0
ca,0.010314757577333059,9.0
Indirects,0.009716440746591613,9.0
Constrain,0.009256741100335334,9.0
